Port_Lincoln	isLocatedIn Australia
Germany_women's_national_football_team	isAffiliatedTo	Germany_national_football_team
Tamsweg_District	isLocatedIn	Europe
Busturialdea	isLocatedIn	Basque_Country_(autonomous_community)
A.S.D._Junior_Biellese_Libertas	isLocatedIn	Biella
Claude_Stephane_Seanla	hasGender	male
Claude_Stephane_Seanla	playsFor	Tonbridge_Angels_F.C.
Claude_Stephane_Seanla	isAffiliatedTo	Watford_F.C.
Claude_Stephane_Seanla	wasBornIn	Abidjan
Balu_Mahendra	hasWonPrize	Kerala_State_Film_Award
Balu_Mahendra	hasGender	male
Balu_Mahendra	graduatedFrom	University_of_London
Balu_Mahendra	diedIn	Chennai
Lucien_Leduc	isAffiliatedTo	AS_Saint-Étienne
Lucien_Leduc	playsFor	Clermont_Foot
Lucien_Leduc	wasBornIn	Boulogne-sur-Mer
HC_Valpellice	isLocatedIn	Italy
Melk	isLocatedIn	Melk_District
Eritrea	dealsWith	Saudi_Arabia
Eritrea	hasNeighbor	Ethiopia
Eritrea	exports	wordnet_food_100021265
Eritrea	imports	wordnet_machinery_103701640
Eritrea	hasOfficialLanguage	English_language
Eritrea	isLocatedIn	Africa
Bert_Bates	hasGender	male
Bert_Bates	edited	Battle_of_Britain_(film)
SK_Rapid_Wien	isLocatedIn	Austria
Harry_B._Gray	hasWonPrize	Wolf_Prize
Harry_B._Gray	worksAt	California_Institute_of_Technology
Harry_B._Gray	hasGender	male
Harry_B._Gray	graduatedFrom	Western_Kentucky_University
Harry_B._Gray	isCitizenOf	United_States
Harry_B._Gray	livesIn	United_States
Leerdam	isLocatedIn	South_Holland
Peterborough,_Ontario	isLocatedIn	Peterborough_County
Northern_Mariana_Islands	hasCurrency	United_States_dollar
Northern_Mariana_Islands	isLocatedIn	Pacific_Ocean
Piotr_Gierczak	isAffiliatedTo	KSZO_Ostrowiec_Świętokrzyski
Piotr_Gierczak	playsFor	Gwarek_Zabrze
Piotr_Gierczak	hasGender	male
King's_Lynn	isLocatedIn	East_of_England
Giuseppe_Pancaro	hasGender	male
Giuseppe_Pancaro	isAffiliatedTo	S.S._Lazio
Giuseppe_Pancaro	playsFor	Italy_national_football_team
Giuseppe_Pancaro	wasBornIn	Cosenza
Pablo_Facundo_Bonvín	isAffiliatedTo	Argentinos_Juniors
Pablo_Facundo_Bonvín	playsFor	Newcastle_United_F.C.
Pablo_Facundo_Bonvín	hasGender	male
Sean_Flynn_(footballer)	playsFor	Evesham_United_F.C.
Sean_Flynn_(footballer)	isAffiliatedTo	Halesowen_Town_F.C.
Sean_Flynn_(footballer)	hasGender	male
Sean_Flynn_(footballer)	wasBornIn	Birmingham
Paul_Weatherwax	hasGender	male
Giovanni_Savarese	isAffiliatedTo	Venezuela_national_football_team
Giovanni_Savarese	playsFor	Swansea_City_A.F.C.
Giovanni_Savarese	hasGender	male
Płońsk_County	isLocatedIn	Mazowieckie
Nikki_Sixx	hasMusicalRole	wordnet_keyboard_103614007
Nikki_Sixx	hasGender	male
Kevin_Bond_(footballer)	isAffiliatedTo	Southampton_F.C.
Kevin_Bond_(footballer)	playsFor	Exeter_City_F.C.
Kamil_Kosowski	isAffiliatedTo	A.C._Chievo_Verona
Kamil_Kosowski	playsFor	APOEL_FC
Kamil_Kosowski	wasBornIn	Ostrowiec_Świętokrzyski
Kamil_Kosowski	hasGender	male
Middletown,_Orange_County,_New_York	isLocatedIn	New_York_metropolitan_area
Chestertown,_Maryland	isLocatedIn	Maryland
Ridley_Scott	directed	All_the_Invisible_Children
Ridley_Scott	hasWonPrize	David_di_Donatello
Ridley_Scott	wasBornIn	South_Shields
Stefán_Gíslason	playsFor	Grazer_AK
Stefán_Gíslason	isAffiliatedTo	Lillestrøm_SK
Stefán_Gíslason	hasGender	male
Stefán_Gíslason	wasBornIn	Reykjavík
Randwick_Racecourse	isLocatedIn	New_South_Wales
Ukrainian_Soviet_Socialist_Republic	participatedIn	Ukrainian_War_of_Independence
Ukrainian_Soviet_Socialist_Republic	hasCurrency	Soviet_ruble
Ukrainian_Soviet_Socialist_Republic	hasCapital	Kiev
Ukrainian_Soviet_Socialist_Republic	isLocatedIn	Eastern_Europe
Ukrainian_Soviet_Socialist_Republic	hasOfficialLanguage	Russian_language
Frankie_Hejduk	isAffiliatedTo	Columbus_Crew
Frankie_Hejduk	playsFor	Columbus_Crew
Frankie_Hejduk	hasGender	male
Rick_James	hasGender	male
Rick_James	wasBornIn	Buffalo,_New_York
Jorge_Alcalde	isAffiliatedTo	Club_Universitario_de_Deportes
Jorge_Alcalde	playsFor	Liverpool_F.C._(Montevideo)
Jorge_Alcalde	hasGender	male
Jorge_Alcalde	diedIn	Lima
Jorge_Alcalde	wasBornIn	Callao
Charles_University	isLocatedIn	Czech_Republic
Drechterland	isLocatedIn	North_Holland
Raipur_district	isLocatedIn	Chhattisgarh
Ben_Gurion_Airport	isConnectedTo	Cairo_International_Airport
Ben_Gurion_Airport	isLocatedIn	Central_District_(Israel)
University_of_Cincinnati_College_of_Law	isLocatedIn	Cincinnati
Hernâni_Borges	playsFor	U.S.C._Paredes
Hernâni_Borges	isAffiliatedTo	Alki_Larnaca_F.C.
Hernâni_Borges	wasBornIn	Maia_(city)
Hernâni_Borges	hasGender	male
Gmina_Brochów	isLocatedIn	Sochaczew_County
Christian_Stuani	isAffiliatedTo	C.A._Bella_Vista
Christian_Stuani	hasGender	male
Christian_Stuani	playsFor	Uruguay_national_football_team
Boljevac	isLocatedIn	Serbia
Ferdinand_II_of_the_Two_Sicilies	isMarriedTo	Maria_Theresa_of_Austria_(1816–1867)
Ferdinand_II_of_the_Two_Sicilies	hasGender	male
Ferdinand_II_of_the_Two_Sicilies	hasWonPrize	Order_of_the_Holy_Spirit
Port_Kamsar	isLocatedIn	Boké_Region
Kassel	isLocatedIn	Hesse
Gerard_López	isAffiliatedTo	Valencia_CF
Gerard_López	hasGender	male
Gerard_López	playsFor	FC_Barcelona
Varna	isLocatedIn	Bulgaria
Huddersfield	isLocatedIn	Kirklees
Sam_Ricketts	isAffiliatedTo	Oxford_United_F.C.
Sam_Ricketts	playsFor	Oxford_United_F.C.
Sam_Ricketts	hasGender	male
Sam_Ricketts	wasBornIn	Aylesbury
Pablo_Aimar	isAffiliatedTo	Valencia_C.F.
Pablo_Aimar	playsFor	Argentina_national_under-20_football_team
Pablo_Aimar	hasGender	male
Near_East_B.C.	isLocatedIn	Greece
Mustafa_Kemal_Atatürk	hasWonPrize	Imtiyaz_Medal
Mustafa_Kemal_Atatürk	isLeaderOf	Republican_People's_Party_(Turkey)
Mustafa_Kemal_Atatürk	diedIn	Istanbul
Mustafa_Kemal_Atatürk	isPoliticianOf	Turkey
Mustafa_Kemal_Atatürk	wasBornIn	Thessaloniki
Mustafa_Kemal_Atatürk	isAffiliatedTo	Republican_People's_Party_(Turkey)
Mustafa_Kemal_Atatürk	hasGender	male
Aphex_Twin	hasMusicalRole	wordnet_piano_103928116
Aphex_Twin	hasGender	male
Aphex_Twin	wasBornIn	Limerick
North_Bay_Centennials	isLocatedIn	North_Bay,_Ontario
Célio_Junior	playsFor	Goytacaz_Futebol_Clube
Célio_Junior	isAffiliatedTo	America_Football_Club_(RJ)
Célio_Junior	hasGender	male
Célio_Junior	wasBornIn	São_Gonçalo,_Rio_de_Janeiro
Robert_Mills_(architect)	diedIn	Washington,_D.C.
Robert_Mills_(architect)	hasGender	male
Robert_Mills_(architect)	isCitizenOf	United_States
Robert_Mills_(architect)	wasBornIn	Charleston,_South_Carolina
Cetingrad	isLocatedIn	Croatia
Jajrom_County	isLocatedIn	Iran
Kuopio	isLocatedIn	Eastern_Finland
Ferdows_County	isLocatedIn	Iran
Steve_Bancroft	isAffiliatedTo	Maine_Mariners
Steve_Bancroft	wasBornIn	Toronto
Traian_Demetrescu	hasGender	male
Traian_Demetrescu	wasBornIn	Craiova
Alison_Goldfrapp	hasMusicalRole	wordnet_synthesist_110687231
Alison_Goldfrapp	wasBornIn	London
Alison_Goldfrapp	hasGender	female
Alison_Goldfrapp	hasWonPrize	Ivor_Novello_Awards
Gmina_Biskupiec,_Olsztyn_County	isLocatedIn	Warmian-Masurian_Voivodeship
R.E.M.	hasWonPrize	Grammy_Award
Kalisz	isLocatedIn	Poland
Orange_County,_Indiana	isLocatedIn	Indiana
Social_Democratic_Alliance	isLocatedIn	Capital_Region_(Iceland)
Dubai	isLocatedIn	United_Arab_Emirates
Sweden	participatedIn	War_in_Afghanistan_(2001–present)
Sweden	imports	wordnet_clothing_103051540
Sweden	dealsWith	Germany
Sweden	owns	European_Space_Agency
Sweden	hasCapital	Stockholm
Sweden	hasNeighbor	Finland
Sweden	exports	wordnet_machinery_103701640
Sweden	isLocatedIn	Europe
Sevier_County,_Utah	isLocatedIn	Utah
Gimnàstic_de_Tarragona	isLocatedIn	Tarragona
Beauvais	isLocatedIn	Picardy
Kotoko_(singer)	hasGender	female
Julio_César_Baldivieso	isAffiliatedTo	Bolivia_national_football_team
Julio_César_Baldivieso	playsFor	Barcelona_Sporting_Club
Julio_César_Baldivieso	hasGender	male
Harvey_Keitel	hasWonPrize	David_di_Donatello
Harvey_Keitel	hasGender	male
University_of_Minnesota_Law_School	isLocatedIn	Minnesota
Anderson_County,_Tennessee	isLocatedIn	Tennessee
Niels_Bohr	wasBornIn	Copenhagen
Niels_Bohr	hasWonPrize	Copley_Medal
Niels_Bohr	worksAt	University_of_Cambridge
Niels_Bohr	diedIn	Copenhagen
Niels_Bohr	hasGender	male
Niels_Bohr	influences	Werner_Heisenberg
Niels_Bohr	graduatedFrom	University_of_Copenhagen
Niels_Bohr	isCitizenOf	Denmark
Markus_Rosenberg	playsFor	SV_Werder_Bremen
Markus_Rosenberg	isAffiliatedTo	A.F.C._Ajax
Markus_Rosenberg	hasGender	male
Markus_Rosenberg	wasBornIn	Malmö
Ely_Thadeu	isAffiliatedTo	Democrata_Futebol_Clube
Ely_Thadeu	playsFor	Red_Star_Belgrade
Ely_Thadeu	hasGender	male
Paweł_Hajduczek	isAffiliatedTo	Znicz_Pruszków
Paweł_Hajduczek	playsFor	Chojniczanka_Chojnice
Paweł_Hajduczek	wasBornIn	Jastrzębie-Zdrój
Václav_Koloušek	playsFor	FC_Wacker_Innsbruck_(2002)
Václav_Koloušek	isAffiliatedTo	Czech_Republic_national_under-21_football_team
Václav_Koloušek	hasGender	male
Václav_Koloušek	wasBornIn	Mladá_Boleslav
Třinec	isLocatedIn	Moravian-Silesian_Region
Sault_Ste._Marie_Greyhounds	isLocatedIn	Sault_Ste._Marie,_Ontario
Christopher_Sullivan_(soccer)	isAffiliatedTo	University_of_Tampa
Christopher_Sullivan_(soccer)	playsFor	Győri_ETO_FC
Christopher_Sullivan_(soccer)	hasGender	male
Christopher_Sullivan_(soccer)	wasBornIn	San_Jose,_California
Werner_Stengel	hasWonPrize	Order_of_Merit_of_the_Federal_Republic_of_Germany
Werner_Stengel	hasGender	male
Werner_Stengel	wasBornIn	Bochum
Faisalabad	isLocatedIn	Punjab_(Pakistan)
Crawford_County,_Illinois	isLocatedIn	Crawford_County
Croatia	imports	wordnet_machinery_103701640
Croatia	hasNeighbor	Slovenia
Croatia	dealsWith	Socialist_Federal_Republic_of_Yugoslavia
Croatia	participatedIn	War_in_Afghanistan_(2001–present)
Croatia	hasCapital	Osijek
Croatia	exports	wordnet_foodstuff_107566340
Croatia	isLocatedIn	Europe
Croatia	owns	Sport_Klub
Billy_Wilder	diedIn	Beverly_Hills,_California
Billy_Wilder	wasBornIn	Sucha_Beskidzka
Billy_Wilder	hasWonPrize	Golden_Globe_Award
Billy_Wilder	hasGender	male
Ville-Marie,_Montreal	isLocatedIn	Urban_agglomeration_of_Montreal
Dhanush	hasWonPrize	Filmfare_Awards_South
Dhanush	wasBornIn	Chennai
Dhanush	hasGender	male
Terengganu_FA	isLocatedIn	Kuala_Terengganu
John_Dewey	influences	George_Santayana
John_Dewey	graduatedFrom	Johns_Hopkins_University
John_Dewey	diedIn	New_York_City
John_Dewey	wasBornIn	Burlington,_Vermont
Liga_Española_de_Baloncesto	isLocatedIn	Spain
Richard_Brauer	graduatedFrom	Humboldt_University_of_Berlin
Richard_Brauer	worksAt	University_of_Michigan
Richard_Brauer	hasWonPrize	National_Medal_of_Science
Richard_Brauer	isCitizenOf	Germany
Richard_Brauer	hasGender	male
Richard_Brauer	livesIn	United_States
Richard_Brauer	diedIn	Belmont,_Massachusetts
Belinda_Peregrín	livesIn	Mexico_City
Belinda_Peregrín	wasBornIn	Madrid
Belinda_Peregrín	hasGender	female
Sedgwick_County,_Kansas	isLocatedIn	Wichita
Alexandro_da_Silva_Batista	playsFor	Associação_Desportiva_Recreativa_e_Cultural_Icasa
Alexandro_da_Silva_Batista	isAffiliatedTo	Selangor_FA
Mattia_Cassani	playsFor	Italy_national_under-20_football_team
Mattia_Cassani	isAffiliatedTo	Italy_national_under-20_football_team
Mattia_Cassani	hasGender	male
Edmund_Gwenn	actedIn	A_Yank_at_Oxford
Edmund_Gwenn	wasBornIn	London
Edmund_Gwenn	hasGender	male
Edmund_Gwenn	diedIn	Los_Angeles
Edmund_Gwenn	hasWonPrize	Golden_Globe_Award
Edmund_Gwenn	graduatedFrom	King's_College_London
Les_Andelys	isLocatedIn	Upper_Normandy
Pınar_Karşıyaka	isLocatedIn	Turkey
Rimas_Kurtinaitis	isAffiliatedTo	BC_Žalgiris
Rimas_Kurtinaitis	wasBornIn	Kaunas
Rimas_Kurtinaitis	isPoliticianOf	Lithuania
Rimas_Kurtinaitis	hasWonPrize	Order_of_the_Lithuanian_Grand_Duke_Gediminas
Rimas_Kurtinaitis	isCitizenOf	Lithuania
Rimas_Kurtinaitis	hasGender	male
Brainerd,_Minnesota	isLocatedIn	Minnesota
John_Maynard_Keynes	influences	James_Tobin
John_Maynard_Keynes	wasBornIn	Cambridge
John_Maynard_Keynes	hasGender	male
John_Maynard_Keynes	graduatedFrom	Eton_College
Bicol_Region	isLocatedIn	Philippines
Adaílton_Martins_Bolzan	isAffiliatedTo	Guarani_Futebol_Clube
Adaílton_Martins_Bolzan	playsFor	Hellas_Verona_F.C.
Adaílton_Martins_Bolzan	hasGender	male
Ystad_Municipality	isLocatedIn	Scania
Adrian_Johnston	hasWonPrize	Emmy_Award
The_People_of_Freedom	isLocatedIn	Rome
Ivan_Petrović	playsFor	FK_Obilić
Ivan_Petrović	isAffiliatedTo	FK_Napredak_Kruševac
Ivan_Petrović	hasGender	male
Negeri_Sembilan	isLocatedIn	Malaysia
Negeri_Sembilan	hasCapital	Seremban
Bowling_Green,_Kentucky	isLocatedIn	Kentucky
F.C._Esperia_Viareggio	isLocatedIn	Viareggio
Rafael_Márquez_Lugo	playsFor	Club_Universidad_Nacional
Rafael_Márquez_Lugo	isAffiliatedTo	Mexico_national_football_team
Rafael_Márquez_Lugo	hasGender	male
Rafael_Márquez_Lugo	wasBornIn	Mexico_City
Oleksandr_Maksymov	playsFor	FC_Dynamo-2_Kyiv
Oleksandr_Maksymov	isAffiliatedTo	FC_Arsenal_Kharkiv
Oleksandr_Maksymov	hasGender	male
BC_Dynamo_Moscow	isLocatedIn	Moscow
Aparecido_Lima	isAffiliatedTo	Ittihad_FC
Aparecido_Lima	playsFor	Sport_Club_Corinthians_Paulista
Gordon_Burness	diedIn	Needham,_Massachusetts
Gordon_Burness	playsFor	Forfar_Athletic_F.C.
Gordon_Burness	isAffiliatedTo	New_York_Yankees_(soccer)
Jorge_Luis_Campos	isAffiliatedTo	Quilmes_Atlético_Club
Jorge_Luis_Campos	playsFor	Paraguay_national_football_team
Richard_Rorty	isInterestedIn	Philosophy_of_mind
Richard_Rorty	wasBornIn	New_York_City
Richard_Rorty	hasGender	male
Richard_Rorty	diedIn	Palo_Alto,_California
Nam_Na-yeong	hasGender	female
Lee_Marvin	hasGender	male
Lee_Marvin	hasWonPrize	Bronze_Star_Medal
Lee_Marvin	livesIn	Tucson,_Arizona
Lee_Marvin	actedIn	The_Dirty_Dozen
Lee_Marvin	diedIn	Tucson,_Arizona
Brazil	dealsWith	Portugal
Brazil	hasCapital	Recife
Brazil	exports	wordnet_coffee_bean_107929351
Brazil	imports	wordnet_machinery_103701640
Brazil	participatedIn	Western_Front_(World_War_II)
Brazil	isLocatedIn	South_America
Stirling	isLocatedIn	Scotland
Christchurch_International_Airport	isConnectedTo	Suvarnabhumi_Airport
Christchurch_International_Airport	isLocatedIn	Christchurch
Bayamón,_Puerto_Rico	isLocatedIn	United_States
Charles_Dickens	influences	Maya_Angelou
Charles_Dickens	wasBornIn	Portsmouth
Charles_Dickens	hasGender	male
Charles_Dickens	created	David_Copperfield_(1935_film)
Jonathan_Rhys_Meyers	livesIn	United_States
Jonathan_Rhys_Meyers	hasGender	male
Jonathan_Rhys_Meyers	hasWonPrize	Golden_Globe_Award
Pierre_Louis_Maupertuis	isCitizenOf	France
Pierre_Louis_Maupertuis	diedIn	Basel
Pierre_Louis_Maupertuis	influences	Immanuel_Kant
Pierre_Louis_Maupertuis	wasBornIn	Saint-Malo
Pierre_Louis_Maupertuis	hasGender	male
Vanessa_Redgrave	isMarriedTo	Timothy_Dalton
Vanessa_Redgrave	hasWonPrize	Volpi_Cup
Vanessa_Redgrave	hasChild	Natasha_Richardson
Vanessa_Redgrave	hasGender	female
Vanessa_Redgrave	wasBornIn	London
Adam_Harrington_(basketball)	isAffiliatedTo	Springfield_Armor
Adam_Harrington_(basketball)	hasGender	male
Chamillionaire	wasBornIn	Houston
Chamillionaire	hasWonPrize	Grammy_Award
Chamillionaire	hasGender	male
Pedro_Kamata	playsFor	A.S._Bari
Pedro_Kamata	wasBornIn	Luanda
Pedro_Kamata	isAffiliatedTo	LB_Châteauroux
Pedro_Kamata	hasGender	male
Paul_Davies	worksAt	Arizona_State_University
Paul_Davies	graduatedFrom	University_College_London
Paul_Davies	hasGender	male
Paul_Davies	wasBornIn	London
Quentin_Tarantino	directed	Four_Rooms
Quentin_Tarantino	actedIn	Inglourious_Basterds
Quentin_Tarantino	created	Inglourious_Basterds
Quentin_Tarantino	wasBornIn	Knoxville,_Tennessee
Quentin_Tarantino	hasGender	male
Quentin_Tarantino	hasWonPrize	Edgar_Award
Osun_State	isLocatedIn	Nigeria
Baloncesto_León	isLocatedIn	Spain
Salvatore_Ferraro	isAffiliatedTo	Italy_national_under-19_football_team
Salvatore_Ferraro	playsFor	Inter_Milan
Salvatore_Ferraro	hasGender	male
Salvatore_Ferraro	wasBornIn	Catanzaro
Takeda_Shingen	hasGender	male
Anwar_Uddin	isAffiliatedTo	Sheffield_Wednesday_F.C.
Anwar_Uddin	wasBornIn	London
Anwar_Uddin	hasGender	male
Anwar_Uddin	playsFor	Sutton_United_F.C.
Franklin_County,_Massachusetts	isLocatedIn	Greenfield,_Massachusetts
Laurent_Schwartz	graduatedFrom	fr/Faculté_des_sciences_de_Paris
Laurent_Schwartz	hasWonPrize	Fields_Medal
Laurent_Schwartz	hasGender	male
Laurent_Schwartz	worksAt	University_of_Strasbourg
Laurent_Schwartz	wasBornIn	Paris
Laurent_Schwartz	isCitizenOf	France
Laurent_Schwartz	diedIn	Paris
Edgar_Álvarez	hasGender	male
Edgar_Álvarez	isAffiliatedTo	Platense_F.C.
Edgar_Álvarez	playsFor	A.S._Bari
Anton_Vlasov	playsFor	PFC_CSKA_Moscow
Anton_Vlasov	isAffiliatedTo	FC_SKVO_Rostov-on-Don
Anton_Vlasov	hasGender	male
Steven_Pressley	isAffiliatedTo	Dundee_United_F.C.
Steven_Pressley	playsFor	Rangers_F.C.
Steven_Pressley	hasGender	male
Steven_Pressley	wasBornIn	Elgin,_Moray
Shemiranat_County	isLocatedIn	Tehran_Province
Rochford_District	isLocatedIn	Essex_(England)
Chrzanów	isLocatedIn	Chrzanów_County
Sønderborg	isLocatedIn	Denmark
Voždovac	isLocatedIn	Šumadija
Corrientes	isLocatedIn	Corrientes_Province
Moreno_Merenda	isAffiliatedTo	FC_Luzern
Moreno_Merenda	playsFor	FC_Wohlen
Moreno_Merenda	hasGender	male
Louis_IV,_Holy_Roman_Emperor	hasChild	Charles_IV,_Holy_Roman_Emperor
Louis_IV,_Holy_Roman_Emperor	diedIn	Munich
Louis_IV,_Holy_Roman_Emperor	hasGender	male
Louis_IV,_Holy_Roman_Emperor	wasBornIn	Munich
Joseph_Schumpeter	graduatedFrom	University_of_Vienna
Joseph_Schumpeter	worksAt	University_of_Graz
Joseph_Schumpeter	influences	Paul_Samuelson
Joseph_Schumpeter	isCitizenOf	United_States
Joseph_Schumpeter	hasGender	male
Joseph_Schumpeter	isPoliticianOf	Austria
Joseph_Schumpeter	diedIn	Salisbury,_Connecticut
Sone_Aluko	hasGender	male
Sone_Aluko	playsFor	Birmingham_City_F.C.
Sone_Aluko	isAffiliatedTo	England_national_under-17_football_team
Sone_Aluko	wasBornIn	Birmingham
Kaluga_Oblast	hasCapital	Kaluga
Kaluga_Oblast	isLocatedIn	Central_economic_region
Dennis_Lehane	isCitizenOf	United_States
Dennis_Lehane	influences	Don_Winslow
Dennis_Lehane	graduatedFrom	Florida_International_University
Dennis_Lehane	wasBornIn	Dorchester,_Boston
Dennis_Lehane	hasWonPrize	Nero_Award
Dennis_Lehane	hasGender	male
Sylvain_Wiltord	isAffiliatedTo	France_national_under-21_football_team
Sylvain_Wiltord	hasGender	male
Sylvain_Wiltord	playsFor	FC_Girondins_de_Bordeaux
William_Haines	diedIn	Santa_Monica,_California
William_Haines	hasGender	male
William_Haines	wasBornIn	Staunton,_Virginia
Lower_Hutt	isLocatedIn	Wellington_Region
Fargo,_North_Dakota	isLocatedIn	United_States
Fernando_Pessoa	influences	José_Saramago
Fernando_Pessoa	diedIn	Lisbon
Balearic_Islands	isLocatedIn	Spain
Balearic_Islands	hasCapital	Palma_de_Mallorca
Archie_Marshek	hasGender	male
Robert_F._Hill	hasGender	female
Robert_F._Hill	diedIn	Los_Angeles
Grodzisk_Mazowiecki	isLocatedIn	Mazowieckie
HPK	isLocatedIn	Finland
Serdar_Özkan	playsFor	İstanbulspor_A.Ş.
Serdar_Özkan	isAffiliatedTo	Turkey_national_football_team
Róbert_Zeher	isAffiliatedTo	FK_Baumit_Jablonec
Róbert_Zeher	playsFor	MFK_Košice
Róbert_Zeher	hasGender	male
Thelonious_Monk	wasBornIn	Rocky_Mount,_North_Carolina
Thelonious_Monk	hasWonPrize	Grammy_Lifetime_Achievement_Award
Thelonious_Monk	hasMusicalRole	wordnet_piano_103928116
Thelonious_Monk	diedIn	Englewood,_New_Jersey
Thelonious_Monk	hasGender	male
HSV_Barmbek-Uhlenhorst	isLocatedIn	Hamburg
Glen_Crowe	playsFor	Bohemian_F.C.
Glen_Crowe	isAffiliatedTo	Cardiff_City_F.C.
Glen_Crowe	wasBornIn	Dublin
Glen_Crowe	hasGender	male
Taranto_F.C._1927	isLocatedIn	Taranto
Stryi	isLocatedIn	Lviv_Oblast
Saint-Maur-des-Fossés	isLocatedIn	France
Bill_Nighy	hasWonPrize	Golden_Globe_Award
Bill_Nighy	hasGender	male
Oman	exports	wordnet_fabric_103309808
Oman	hasCapital	Muscat,_Oman
Oman	participatedIn	Gulf_War
Oman	dealsWith	South_Korea
Oman	hasOfficialLanguage	Arabic_language
Oman	imports	wordnet_food_100021265
Oman	hasNeighbor	Yemen
Oman	isLocatedIn	Asia
Manni_Department	isLocatedIn	Gnagna_Province
Dave_Douglas_(trumpeter)	hasGender	male
Dave_Douglas_(trumpeter)	hasMusicalRole	wordnet_cornet_103110669
Adolf_Hitler	hasWonPrize	Wound_Badge
Adolf_Hitler	isCitizenOf	Nazi_Germany
Adolf_Hitler	hasGender	male
Adolf_Hitler	isPoliticianOf	Prussia
Adolf_Hitler	wasBornIn	Braunau_am_Inn
Adolf_Hitler	isAffiliatedTo	Nazi_Party
Adolf_Hitler	livesIn	Germany
Žakanje	isLocatedIn	Karlovac_County
Nathan_Coe	isAffiliatedTo	F.C._Copenhagen
Nathan_Coe	playsFor	Inter_Milan
Nathan_Coe	hasGender	male
Lørenskog_IK	isLocatedIn	Norway
Kota_Srinivasa_Rao	hasWonPrize	Nandi_Awards
Kota_Srinivasa_Rao	hasGender	male
Seymour_Benzer	wasBornIn	New_York_City
Seymour_Benzer	graduatedFrom	Purdue_University
Seymour_Benzer	worksAt	Purdue_University
Seymour_Benzer	diedIn	Pasadena,_California
Seymour_Benzer	hasGender	male
Seymour_Benzer	hasWonPrize	Harvey_Prize
Seymour_Benzer	isCitizenOf	United_States
Seymour_Benzer	influences	Sydney_Brenner
Vannevar_Bush	wasBornIn	Everett,_Massachusetts
Vannevar_Bush	hasWonPrize	IEEE_Edison_Medal
Vannevar_Bush	hasGender	male
Vannevar_Bush	diedIn	Belmont,_Massachusetts
Vannevar_Bush	influences	Douglas_Engelbart
Vannevar_Bush	isCitizenOf	United_States
Vannevar_Bush	worksAt	Massachusetts_Institute_of_Technology
Vannevar_Bush	graduatedFrom	Massachusetts_Institute_of_Technology
Samos_International_Airport	isConnectedTo	Munich_Airport
Samos_International_Airport	isLocatedIn	Samos
Blažej_Vaščák	isAffiliatedTo	A.C._Cesena
Blažej_Vaščák	playsFor	FC_Petržalka_1898
Blažej_Vaščák	hasGender	male
André_Castro	isAffiliatedTo	Portugal_national_under-21_football_team
André_Castro	hasGender	male
André_Castro	playsFor	Portugal_national_under-19_football_team
Sam_Malcolmson	playsFor	Airdrieonians_F.C._(1878)
Sam_Malcolmson	isAffiliatedTo	Wellington_United
Sam_Malcolmson	hasGender	male
Bruce_Broughton	created	Tales_from_the_Crypt_(TV_series)
Bruce_Broughton	hasGender	male
Jean-Louis_Valois	isAffiliatedTo	Heart_of_Midlothian_F.C.
Jean-Louis_Valois	playsFor	Clyde_F.C.
Jean-Louis_Valois	hasGender	male
Tokugawa_shogunate	isLocatedIn	East_Asia
Tokugawa_shogunate	hasCapital	Edo
Stargard_Szczeciński	isLocatedIn	West_Pomeranian_Voivodeship
Stipe_Matić	isAffiliatedTo	Górnik_Zabrze
Stipe_Matić	playsFor	HNK_Hajduk_Split
Stipe_Matić	hasGender	male
Ilshat_Faizulin	playsFor	Gimnástica_de_Torrelavega
Ilshat_Faizulin	isAffiliatedTo	FC_Metallurg_Lipetsk
Ilshat_Faizulin	hasGender	male
